Word,Split
सर्वो रजभिन्न,सर्वः+ रजभिन्नः+
"वच्छेदवन्ह्यस्तित्वादेर्धूमोऽस्तीत्यादिवाक्यतात्पर्यविषयताऽवच्छेदकत्वाद्,","वच्छेदवतक्+हि+अस्तित्वादेः+धूमः+अस्ति+इत्यादिवाक्यतात्पर्यविषयताऽवच्छेदकत्वाद्,"
ध्यानयोगोनाम,ध्यानयोगः+नाम
कटआफ,कटआफ
तावदाप्तानाप्तविभागं,तावत्+आप्तानाप्तविभागं
प्रतिपत्तिप्रवेशेनान्योन्याश्रयाभावाच्चेति,प्रतिपत्तिप्रवेशेन+अन्योन्याश्रयाभावात्+च+इति
यज्ञव्रत,यज्ञ+व्रत
झडूंगी,झड+ूंगी
१२.वह्निव्यभिचार इव,१२.वह्निव्यभिचारः+ इव
प्रतिबन्धकसद्भावान्नापत्तिरिति,प्रतिबन्धकसद्भावात्+न+आपत्तिः+इति
प्रधानेति,प्रधान+इति
ज्ञानघटितैव,ज्ञानघटित+एव
धुलाओगे,धुला+ओगे
अपभ्रंश,अप+भ्रंश
कार्यत्वविषयतानिरूपिततद्विषयकत्वावच्छिन्नकार्यतानिरूपितकारणताऽवच्छेदकशक्तिमत्त्वं वाचकत्वमित्यर्थस्य,कार्यत्वविषयतानिरूपिततद्विषयकत्वावच्छिन्नकार्यतानिरूपितकारणता+अवच्छेदकशक्तिमत्त्वम्+ वाचकत्वम्+इत्यर्थस्य
अन्तर्मिश्रण,अन्तः+मिश्र+अन
लैपटाप,लैप+टाप
गर्भकाल,गर्भ+काल
घटवदितिधीविरोधित्वादित्यर्थः,घटवत्+इतिधीविरोधित्वात्+इत्यर्थः
मथैला,मथ+एला
रटवायी,रटवा+यी
कर्मत्वं वा,कर्मत्वम्+ वा
ननूभयथासिद्धान्यतरासिद्धप्रकारेणापि,ननु+उभयथासिद्धान्यतरासिद्धप्रकारेण+अपि
व्याप्तिख्यापकं वचनमुपनयम्||,व्याप्तिख्यापकम्+ वचनम्+उपनयम्||
जन्मेति,जन्म+इति
अनुपसर्गाल्लिम्पविन्दधारिपारिवेद्युदेजिचेतिसातिसाहिभ्यश्च,अनुपसर्गात्+लिम्पविन्दधारिपारिवेद्युदेजिचेतिसातिसाहिभ्यः+च
संगच्छत इत्यनेनाशयेनाशङ्कते,संगच्छते+ इति+अनेन+आशयेन+आशङ्कते
तत्सम्बन्धेन,तत्+सम्बन्धेन
गोविषयकबोधजनकं भवत्वित्याकारकभगवदिच्छाविषयताऽन्तर्गतबोधविषयतायां,गोविषयकबोधजनकम्+ भवतु+इत्याकारकभगवदिच्छाविषयता+अन्तर्गतबोधविषयतायाम्+
अनुभवसिद्धत्वादिति,अनुभवसिद्धत्वात्+इति
स महात्मा,सः+महा+आत्मा
घटादिविशेष्यकसंख्याप्रकारकेत्यर्थः,घटादिविशेष्यकसंख्याप्रकारक+इत्यर्थः
भूतलविशिष्टो घट,भूतलविशिष्टः+ घट
टिकैतनगर,टिकैत+नगर
नापसन्द,ना+पसन्द
जयदेवमतं दूषयति---तन्नेति,जयदेवमतम्+ दूषयति---तत्+न+इति
बैडों,बैडा+ों
मध्यक्षेत्र,मध्य+क्षेत्र
६.तावत्त्वस्यात्यागानुपपत्तेरिति,६.तावत्त्वस्य+अत्यागानुपपत्तेः+इति
कङ्घातयति,कम्+घातयति
छलाङ्गः,छल+अङ्गः
विशेष्यताया द्रव्यत्वावच्छिन्नत्वेऽपि,विशेष्यतायाः+ द्रव्यत्वावच्छिन्नत्वे+अपि
महान्तो वा,महान्तः+वा
एकदेशिसिद्धान्तो वा,एकदेशिसिद्धान्तः+ वा
गरेर,गर+ईर
वर्णनात्मक,वर्ण+आत्मक
वत्सोक्षाश्वर्षभेभ्यश्च तनुत्वे,वत्सोक्षाश्वर्षभेभ्यः+च+तनुत्वे
कामात्मानः,काम+आत्मानः
पृथिवीवृत्तित्वग्रहविशिष्टघटत्वधर्मिकपृथिवीवृत्तित्वग्रहरूपं व्यावर्तकधर्मदर्शनमेव,पृथिवीवृत्तित्वग्रहविशिष्टघटत्वधर्मिकपृथिवीवृत्तित्वग्रहरूपम्+ व्यावर्तकधर्मदर्शनमेव
विशेषदर्शनदशायां असाधारण्याभावकालावच्छिन्नसाध्यव्याप्यस्य,विशेषदर्शनदशायाम्+ असाधारण्याभावकालावच्छिन्नसाध्यव्याप्यस्य
मामसौ,माम्+असौ
सूँघ,सूँघ
केचित्तु---अभावातीन्द्रियत्वं न,केचित्+तु---अभावातीन्द्रियत्वम्+ न
अल्पसमय,अल्प+समय
कर्तव्य इति,कर्तव्यः+ इति
बटेंगे,बट+ेंगे
स्वरज्ञान,स्वर+ज्ञान
तादृशैकत्वोपस्थिर्यथा,तादृशैकत्वोपस्थिः+यथा
पहुँचाऊङ्गी,पहुँचा+ऊङ्गी
विशेष्यवाचकदधिपदाऽव्यवहितोत्तरविभक्तेरप्रसिद्धावपि,विशेष्यवाचकदधिपद+अव्यवहितोत्तरविभक्तेः+अप्रसिद्धौ+अपि
शिल्पं वै,शिल्पम्+वै
अधिभूतञ्च,अधिभूतम्+च
मृत्पिण्डप्रदीपदृष्टान्ताभ्यां कारक2,मृत्पिण्डप्रदीपदृष्टान्ताभ्याम्+ कारक2
प्रतियोगितावच्छेदकावच्छिन्नसत्त्वस्याभावविरोधितया,प्रतियोगितावच्छेदकावच्छिन्नसत्त्वस्य+अभावविरोधितया
ऋणभार,ऋण+भार
पदवत्ता,पदवत्+ता
रवीन,रवि+इन
विषाणमित्याश्रयविकलः,विषाणम्+इत्याश्रयविकलः
F.N.७.साध्य--ग,F.N.७.साध्यः+--ग
प्रमख,प्र+मख
चौकाऊङ्गी,चौका+ऊङ्गी
मॉल्दो,मॉल्दो
तदाऽप्रसिद्धिस्तदवस्थैवेत्यत,तदा+अप्रसिद्धिः+तदवस्थ+एवेति+अत
ठहरवाये,ठहरवा+ये
पुष्पमाघ्राणते,पुष्पम्+आघ्राणते
तद्भेद एव,तद्भेदः+ एव
उडायेंगी,उडा+येंगी
प्रवृत्तिसामर्थ्यात्प्रामाण्यं गम्यते||,प्रवृत्तिसामर्थ्यात्प्रामाण्यम्+ गम्यते||
मामित्युवाच,माम्+इति+उवाच
दृशेः क्वनिप्‌,दृशेः+क्वनिप्
सर्वार्थस्योपलम्भः,सर्वार्थस्य+उपलम्भः
यजेतेत्यादौ,यजेत+इत्यादौ
सुधरकर,सुधर+कर
विशेष्यतावच्छेदकाऽनिवेश्प्रयुक्तलाधवानुरोधेन,विशेष्यतावच्छेदक+अनिवेशप्रयुक्तलाधवानुरोधेन
परहरी,पर+हरी
कसक,कस्+अक
चैवापरा,च+एव+अपरा
खड्गमाकृष्टं,खड्गम्+आकृष्टं
भुगतायी,भुगता+यी
धृत्वाऽथ,धृत्वा+अथ
बिसराऊंगा,बिसरा+ऊंगा
बहाकर,बहा+कर
निरूपितत्वं क्रमेण,निरूपितत्वम्+ क्रमेण
झाङ्ककर,झाङ्क+कर
दजर्न,दजर्न
स्वसजातीयनिष्ठभेदप्रतियोगितानवच्छेदकैकत्वरूपम्,स्वसजातीयनिष्ठभेदप्रतियोगितानवच्छेदक+एकत्वरूपम्
समझनें,समझ+नें
एवं साहित्यमेव,एवम्+ साहित्यम्+एव
एवास्तीति,एव+अस्ति+इति
कयोरिति,कयोः+इति
आरमर,आर+मर
रुदादिभ्यः सार्वधातुके,रुदादिभ्यः+सार्वधतुके
रूपवानित्यादिबुद्धिनिरूपितविरोधितायाविवादानास्पदत्वादिति,रूपवानित्यादिबुद्धिनिरूपितविरोधितायाविवादानास्पदत्वात्+इति
दोषान्तरमाह---अपि,दोषान्तरम्+आह---अपि
कर्मणः रोमन्थतपोभ्यां वर्तिचरोः,कर्मणः+रोमन्थतपोभ्याम्+वर्त्तिचरोः
सिद्धान्तसिद्धां शुभां,सिद्धान्तसिद्धाम्+ शुभाम्+
स्वघटतवाक्यार्थविषयकत्वान्वितेति,स्वघटतवाक्यार्थविषयकत्वान्विता+इति
घटादिशब्दबोधो दुरुपपाद,घटादिशब्दबोधः+ दुरुपपादः+
चानुभवसिद्धव्युत्पत्तिमूलव्यवस्थावाक्यमभियुक्तानां -,च+अनुभवसिद्धव्युत्पत्तिमूलव्यवस्थावाक्यम्+अभियुक्तानाम्+ -
प्रवर्तमानत्वादर्थापत्तिरनुमानान्नातिरिच्यते,प्रवर्तमानत्वात्+अर्थापत्तिः+अनुमानात्+न+अतिरिच्यते
अन्वयव्यभिचारमाह---तज्ज्ञानेऽपीति,अन्वयव्यभिचारम्+आह---तत्+ज्ञाने+अपि+इति
प्राप्तो न,प्राप्तः+न
उतेष्टसाधनताज्ञानादाविच्छावदुपलक्षणम्,उतेष्टसाधनताज्ञानादौ+इच्छावत्+उपलक्षणम्
क्लॉडियस,क्लॉडियस
६.परामर्शानुमितिरेव,६.परामर्शानुमितिः+एव
मिलितयोस्तयोः,मिलितयोः+तयोः
चमकाया,चमका+या
ग्रामं गच्छतीत्यत्र,ग्रामम्+ गच्छति+इत्यत्र
रामश्च,रामः+च
व्यञ्जित,व्यञ्ज्+इत
शरार,शर+आर
विरोधविरहादित्यनेनान्वयः,विरोधविरहात्+इत्यनेन+अन्वयः
चौ,चौ
कथैव,कथा+इव
ब्रह्मादीनामप्यस्तीति,ब्रह्मादीनाम्+अपि+अस्ति+इति
उठवाती,उठवा+ती
चोल्लंघ्य,च+उल्लंघ्य
दमकार,दम+कार
दर्शनी,दर्शनी
बढेगी,बढ+ेगी
सम्मिश्रण,सम्+मिश्रण
तावन्मात्रेण,तावत्+मात्रेण
संदेहो न,संदेहः+न
विभक्तित्वाज्ञानेपि,विभक्तित्वाज्ञाने+अपि
जगदम्बे,जगत्+अम्बे
ब्रह्मदेव,ब्रह्म+देव
वेः स्कन्देरनिष्ठायाम्,वेः+स्कन्देः+अनिष्ठायाम्
तादृशधर्मान्यतत्तद्व्यत्तित्वादिधर्मवत्त्वेऽपि,तादृशधर्मान्यतत्तद्व्यत्तित्वादिधर्मवत्त्वे+अपि
न लोकाव्ययनिष्ठाखलर्थतृनाम्‌,न+लोकाव्ययनिष्ठाखलर्थतृनाम्
पपीज,पपीज
तच्छङ्काशून्यस्य,तत्+शङ्काशून्यस्य
सहलाऊंगा,सहला+ऊंगा
श्रीशैल,श्रीश+इल
प्राप्यैव,प्राप्य+एव
वहदतुल,वहत्+अतुल
निपटायेगी,निपटा+येगी
रूपेणाभाव एवेति,रूपेण+अभावः+ एव+इति
विशेषणायोगो,विशेषणायः+गो
पिण्डज्ञानमुपमानमित्युक्ते,पिण्डज्ञानम्+उपमानम्+इत्युक्ते
रचना,रच+ना
पतिव्रत्य,पति+व्रत्य
कालसन,कालसन
पछतायेगा,पछता+येगा
विभाषा तृतीयाऽऽदिष्वचि,विभाषा+तृतीयादिषु+अचि
वक्तुरभिप्रायापरिज्ञानमिति,वक्तुः+अभिप्रायापरिज्ञानम्+इति
स्वनिर्णय,स्व+निर्णय
समन्ताद्व्यावर्तनं प्रत्याहारः,समन्तात्+व्यावर्तनम्+प्रत्याहारः
ईदृशो न्यायः,ईदृशः+न्यायः
भक्तवर,भक्त+वर
धनप्रसाद,धन+प्रसाद
धर्मावच्छिन्नोद्देश्यताक,धर्मावच्छिन्न+उद्देश्यताक
अन्यथेति,अन्यथ+इति
मूरत,मूरत
मतवाद,मत+वाद
"रूपवन्तीत्यादिप्रयोगस्येत्यादिः,","रूपवन्ति+इत्यादिप्रयोगस्य+इत्यादिः,"
विवक्षितमित्याह,विवक्षितम्+इति+आह
विशेष्यीभूतधात्वर्थेऽनन्वयादित्याहुः,विशेष्यीभूतधात्वर्थे+अनन्वयादित्याहुः
फान्द,फान्द
मार्नस,मार्नस
प्रयोज्य,प्र+योज्य
पन्द्रहवी,पन्द्रह+वी
यं लब्ध्वा,यम्+लब्ध्वा
प्राण,प्राण
"आश्रयतासम्बन्धावच्छिन्नबोधविषयत्वनिष्ठप्रकारतानिरूपितविशेष्यत्वमित्यर्थः,","आश्रयतासम्बन्धावच्छिन्नबोधविषयत्वनिष्ठप्रकारतानिरूपितविशेष्यत्वम्+इत्यर्थः,"
परदर्शी,पर+दर्शी
फैलना,फैल+ना
चन्दराज,चन्द+राज
ज्ञानमित्यत आह--उभयेति,ज्ञानम्+इति+अतः+ आह--उभय+इति
घुसाना,घुसा+ना
तिलमिलाओ,तिल+मिला+ओ
न्यूनवृत्तित्वरूपं बोध्यम्,न्यूनवृत्तित्वरूपम्+ बोध्यम्
पुरस्करणं सर्वथा,पुरस्करणम्+सर्वथा
चास्ति,च+अस्ति
बँटाती,बँटा+ती
वर्णभेद,वर्ण+भेद
मरकाम,मरकाम
राष्ट्रकृत,राष्ट्र+कृत
कन्द,कन्द
इगलटन,इगलटन
श्रीकृष्णचैतन्य,श्री+कृष्ण+चैतन्य
लक्ष्मीनन्दन,लक्ष्मी+नन्दन
चरककला,चरक+कला
विधिरेष,विधिः+एष
सञ्जाओगी,सञ्जा+ओगी
जश्,जश्
चैत्रपुत्रबोधानुपपत्तेरिति,चैत्रपुत्रबोधानुपपत्तेः+इति
बोधो गङ्‌गाऽऽदिपदजन्यो,बोधः+ गङ्‌गाऽऽदिपदजन्यः+
कटहरी,कटहरी
जयपराजयार्थं प्रवर्तते,जयपराजयार्थम्+ प्रवर्तते
वाय,वाय
प्रवेशस्थल,प्रवेश+स्थल
आसभैरव,आस+भैरव
मदनडीह,मद+नट्+ईह
सुखं दुःखं दुःखं चेति,सुखम्+दुःखम्+दुःखम्+च+इति
शास्त्रस्यापि,शास्त्रस्य+अपि
सामानाधिकरण्यसम्बन्धेनैव,सामानाधिकरण्यसम्बन्धेन+एव
ज्ञात्वापि,ज्ञात्वा+अपि
हॉम,हॉम
वक्तव्य इत्यत,वक्तव्यः+ इत्यतः+
फैन्सी,फैन्सी
बण्टाओगी,बण्टा+ओगी
योग्यताज्ञानोक्ततात्पर्य,योग्यताज्ञान+उक्ततात्पर्य
उडाये,उडा+ये
तरङ्गित,तरङ्गित
पराकृतो विधिभावोऽस्तित्वं,पराकृतः+ विधिभावः+अस्तित्वं
नाती,नाती
हानिरित्यत आह---एकसत्त्वेऽपीति,हानिः+इति+अतः+ आह---एकसत्त्वे+अपि+इति
धात्वर्थयोरन्वयानुपपत्तेरित्यग्रे,धात्वर्थयोः+अन्वयानुपपत्तेः+इत्यग्रे
लॉन्ड्री,लॉन्ड्री
तदर्थत्वात्,तत्+अर्थत्वात्
कटवाल,कट+वाल
हरिन्द्र,हरिन्द्र
गिरीशः,गिरि+ईशः
इत्यत आह---यथा,इति+अतः+ आह---यथा
अजयगढ,अ+जय+गढ
पकडवाऊङ्गी,पकडवा+ऊङ्गी
बॉल्ज,बॉल्ज
लिपटाओगे,लिपटा+ओगे
समं |,समम्+ |
नोपपत्तिरतो लक्षणाऽतिरिक्तवृत्तिः,न+उपपत्तिः+अतः+ लक्षणाऽतिरिक्तवृत्तिः
द्वासप्ततिरपि,द्वासप्ततिः+अपि
सम्राट्,सम्+राट्
डुबवायेंगे,डुबवा+येंगे
सम्हले,सम्हल+े
व्यासाद्याप्तवचनात्,व्यासादि+आप्तवचनात्
गुण्,गुण्
पर्यवसानादिति,पर्यवसानात्+इति
अडायेङ्गे,अडा+येङ्गे
विशिष्टाप्रसिद्धावित्यत आह---तत्रेति,विशिष्टाप्रसिद्धौ+इति+अतः+ आह---तत्र+इति
नानुमितिरूपः,न+अनुमितिरूपः
अप्रसिद्धहेतुत्वं तस्य,अप्रसिद्धहेतुत्वम्+ तस्य
चन्दनाथ,चन्द+नाथ
बटवाओगे,बटवा+ओगे
देवझर,देव+झर
रैना,रैना
समाजकल्याण,समाज+कल्याण
क्रमितव्य,क्रम्+तव्य
"एकबोधो ज्ञायते,","एकबोधः+ ज्ञायते,"
संसवाल,संसव+आल
भर्ती,भर्ती
सेनाऽग्रे,सेना+अग्रे
कथालक्षणं प्रपंचयति,कथालक्षणम्+ प्रपंचयति
कुलालज्ञानादीनामपि,कुलालज्ञानादीनाम्+अपि
लक्षितस्येति,लक्षितस्य+इति
महालय,महा+आलय
दौडाके,दौडा+के
सहत्रनाम,सह+त्र+नाम
प्रगाढ,प्र+गाढ
प्रकारत्वासंभवेनेति,प्रकारत्वासंभवेन+इति
मनुनगर,मनु+नगर
जतन,जतन
चरमदुःखानुभवजन्यसंस्कारवदित्यर्थः,चरमदुःखानुभवजन्यसंस्कारवत्+इत्यर्थः
पञ्चषा एव,पञ्चषाः+एव
चैवमेवेति,च+एवम्+एव+इति
सशस्त्र,स+शस्त्र
सनावर,सन+अवर
दलगीर,दल+गी+ईर
सुखादिग्रहणेप्ययमेव,सुखादिग्रहणे+अपि+अयम्+एव
मनशरीर,मन+शरीर
जनपदस्तरीय,जनपद+स्तरी+य
शब्दप्रयोग,शब्द+प्रयोग
एकस्येति,एकस्य+इति
शैलराज,शैल+राज
नमनदीप,नमन+दीप
त्विह,तु+इह
साम्प्रतं तेनैवाद्य,साम्प्रतम्+तेन+एव+अद्य
व्यभिचारिण्यपि,व्यभिचारिणि+अपि
महन्तश्री,महन्त+श्री
प्रकाशनस्थेयाख्ययोश्च,प्रकाशनस्थेयाख्ययोः+च
भट्टानांमतमुत्थापयति-अन्वितेति,भट्टानाम्+मतम्+उत्थापयति-अन्विता+इति
शफायत,शफ+आयत
कृतिमानिति,कृतिमान्+इति
तमसस्पारम्,तमसः+पारम्
बभूथाततन्थजगृम्भववर्थेति निगमे,बभूथ+आततन्थ+जगृम्भ+ववर्थ+इति+निगमे
सङ्गतता,सङ्ग+तता
भावाऽऽख्यातस्थलवदिति,भावाऽऽख्यातस्थलवत्+इति
लाघवेनेत्यर्थः,लाघवेन+इत्यर्थः
रम्भण,रभ्+अन
खनल,ख+नल
उगलवाये,उगलवा+ये
विप्रतिपत्तिवदेव,विप्रतिपत्तिवत्+एव
तदनित्यमपि,तत्+अनित्यम्+अपि
पतोह,पत+ऊह
ह्यो मम,ह्यः+मम
बौद्धमठ,बौद्ध+मठ
प्राङ्क् शेते,प्राङ्+शेते
सुनने,सुन+ने
ट्र्क,ट्र्क
घरबार,घर+बार
कैसरबाग,कैसर+बाग
समासतुल्यार्थकत्वहान्यापत्तेश्च,समासतुल्यार्थकत्वहान्यापत्तेः+च
गोष्पदं सेवितासेवितप्रमाणेषु,गोष्पदम्+सेवितासेवितप्रमाणेषु
स्थूल,स्थूल
खिजने,खिज+ने
तदयुक्तमित्युक्तमित्याशङ्क्य,तत्+अयुक्तम्+इति+उक्तम्+इति+आशङ्क्य
जातिकरणकबोधविषयत्वमेवेत्यर्थः,जातिकरणकबोधविषयत्वम्+एव+इत्यर्थः
प्रस्तुतोऽस्मि,प्रस्तुतः+अस्मि
नकदी,नकदी
स नपुंसकम्‌,सः+नपुंसकम्
वाक्यतो यदि,वाक्यतः+ यदि
पर्णफलक,पर्ण+फलक
चहका,चहक+ा
कुलालकृतिमादाय,कुलालकृतिम्+आदाय
उभयत्वावच्छिन्ननिरूपितत्वाकारकमित्यर्थः,उभयत्वावच्छिन्ननिरूपितत्वाकारकम्+इत्यर्थः
योगञ्च,योगम्+च
सुखमक्षयमश्नुते,सुखम्+अक्षयम्+अश्नुते
जगदम्बानगर,जगत्+अम्बा+नगर
तत्परिहारायोक्तमप्रामाण्ये,तत्परिहाराय+उक्तमप्रामाण्ये
सहजीवी,सह+जीवी
नियतो न,नियतः+ न
मचने,मच+ने
यथोक्ता),यथा+उक्ता)
"विभक्तित्वेनोपादानं किमर्थम्,","विभक्तित्वेन+उपादानम्+ किमर्थम्,"
शिक्षकद्वय,शिक्षक+द्वय
कषायस्तस्माच्च,कषायः+तस्मात्+च
तत्तद्वित्वावच्छिन्नस्य,तत्+तद्वित्वावच्छिन्नस्य
स्मृतिक्षय,स्मृति+क्षय
गलतियों,गलतियों
जयधोष,जय+धा+ऊष
लगते,लग+ते
तादृशाऽऽकाङ्क्षाज्ञानाल्युडादेरधिकरणापरत्वग्रहे,तादृशाऽऽकाङ्क्षाज्ञानाल्युडादेः+अधिकरणापरत्वग्रहे
जनजनमानस,जन+जन+मानस
बहक,बहक
दक्षिणेऽथ,दक्षिणे+अथ
कर्तृसंज्ञापवादकमिति,कर्तृसंज्ञ+अपवादकम्+इति
जुडवायी,जुडवा+यी
अत उक्तमरूपीति,अतः+ उक्तम्+अरूपीति
निम्बू,निम्बू
पुरखन,पुर+खन
उषितः,उ+सितः
चहक,चहक
दृश्यमेकं,दृश्यम्+एकं
बँटाये,बँटा+ये
ज्ञानस्यानुदयात्,ज्ञानस्य+अनुदयात्
जन्यात्म६.विशेषगुणत्वात्तस्य,जन्यात्मविशेषगुणत्वात्+तस्य
पदोत्तरत्वेनाऽप्रति,पदोत्तरत्वेन+अप्रति
व्यक्तमुक्तं,व्यक्तम्+उक्तं
पूर्वस्माद्विशेषः,पूर्वस्मात्+विशेषः
को नाम,कः+नाम
दाहो.५,दाहः+.५
कवितर्क,कवि+तर्क
रुकवाइये,रुकवा+इये
पुरुषो वा,पुरुषः+वा
चैत्रो द्रव्यं,चैत्रः+ द्रव्यम्+
आज्जसेरसुक्,आत्+जसेः+असुक्
दमकलकर्मी,दमकल+कर्मी
मैङ्ग्रोव,मैङ्ग्रोव
चन्द्रश्च,चन्द्रः+च
गवायेंगी,गवा+येंगी
ऋगदेव,ऋक्+अदेव
वारयति--विरुद्धादिनेति,वारयति--विरुद्धादिना+इति
अप्यवदत्,अपि+अवदत्
चूं,चूं
दिखे,दिख+े
बुझाओगी,बुझा+ओगी
"किं पादर्थः,","किम्+ पादर्थः,"
छात्रदल,छात्र+दल
"कर्मत्वं,","कर्मत्वम्+,"
छूपाओ,छूपा+ओ
संस्कारस्त्वर्थविशेषप्रत्यासत्तावुपयुज्यते',संस्कारः+तु+अर्थविशेषप्रत्यासत्तौ+उपयुज्यते'
कटगला,कट+गला
तान्समीक्ष्य,तान्+समीक्ष्य
पिघलवायेगी,पिघलवा+येगी
ध्वजावतरण,ध्वज+अवतरण
ईदृशविषयितानिरूपकाऽख्यातपदसमभिव्याहृतचैत्रादिपदत्वं प्रथमानियामकमिति,ईदृशविषयितानिरूपक+आख्यातपदसमभिव्याहृतचैत्रादिपदत्वम्+ प्रथमानियामकम्+इति
मैत्रिय,मैत्रि+य
वायवीयादिशब्दानामीश्वरप्रयत्नपूर्वकत्वमस्ति,वायवीयादिशब्दानाम्+ईश्वरप्रयत्नपूर्वकत्वम्+अस्ति
वृत्तित्वं सुत्वे,वृत्तित्वम्+ सुत्वे
तपस्विभ्योsधिको योगी,तपस्विभ्यः+अधिकः+योगी
तदाशय,तत्+आशय
फिकल,फिकल
सैथ,सैथ
"स्वाव्यवहितोत्तरत्वेनाऽनुसन्धीयमानविभक्तिकत्वसं,","स्वाव्यवहितोत्तरत्वेन+अनुसन्धीयमानविभक्तिकत्वसम्+,"
आवश्यकत्वादिति,आवश्यकत्वात्+इति
डुबोयेङ्गी,डुबो+येङ्गी
जलसेन,जल+सेन
एकञ्च,एकम्+च
पोष,पोष
मनुस्य,मनुस्य
सुनते,सुन+ते
मन्दराज,मन्द+राज
इत्यादिन्यायादिति,इत्यादिन्यायात्+इति
ह्यत्र,हि+अत्र
द्वित्वपर्याप्तित्वावच्छिन्नेत्यर्थः,द्वित्वपर्याप्तित्वावच्छिन्न+इत्यर्थः
ततश्चाहम्,ततः+च+अहम्
बोधोजायते,बोधः+जायते
सॉर्ड,सॉर्ड
हैमोन,हैम+ऊन
घसीटूं,घसीट+ूं
करटाम,करट+आम
यावन्तो वर्णास्तावन्त,यावन्तः+ वर्णाः+तावन्तः+
स्वनिष्ठविशेष्यतानिरूपिततादृशेच्छीयप्रकारत्वं बोध्यम्,स्वनिष्ठविशेष्यतानिरूपिततादृशेच्छीयप्रकारत्वम्+ बोध्यम्
नवदेश्वर,नव+द+ईश्वर
सर्वाणीन्द्रियकर्माणि,सर्वाणि+इन्द्रियकर्माणि
घटादिपदानामेकत्व,घटादिपदानाम्+एकत्व
प्रतिबन्धकत्वं वाच्यम्,प्रतिबन्धकत्वम्+ वाच्यम्
विवादादाह,विवादात्+आह
प्रकृतिमुद्दिश्य,प्रकृतिम्+उद्दिश्य
साध्यनिष्कर्षबीजं दूषयति---तथा,साध्यनिष्कर्षबीजम्+ दूषयति---तथा
इदं पुनरत्र,इदम्+पुनः+अत्र
सव्यभिचार इति,सव्यभिचारः+ इति
कहलवानी,कहलवा+नी
प्रश्नपूर्वकं प्रमाणमाह,प्रश्नपूर्वकम्+ प्रमाणम्+आह
सप्तमी सिद्धशुष्कपक्वबन्धेष्वकालात्‌,सप्तमी+सिद्धशुष्कपक्वबन्धेषु+अकालात्
लक्षणाऽऽपत्तिरत आह,लक्षणाऽऽपत्तिः+अतः+ आह
हारती,हार+ती
पञ्चगौड,पञ्च+गौड
सर्वकार्य,सर्व+कार्य
संख्याया,"अविवक्षितत्वात्+समानवचनकत्वापत्तिः,"
शक्तिरस्तु,शक्तिः+अतु
वैयर्थ्यसंभवेऽप्यधिकबलत्वज्ञाने,वैयर्थ्यसंभवे+अपि+अधिकबलत्वज्ञाने
आह---गोत्वादिति,आह---गोत्वात्+इति
सत्वान्न,सत्वात्+न
गंगोदक,गंगा+उदक
गढायेंगी,गढा+येंगी
हरशिल,हर+शिल
गगनविषयकं दर्शनं,गगनविषयकम्+ दर्शनम्+
राजपुरुषइत्यादाविव,राजपुरुषइत्यादौ+इव
सम्बन्धत्वनिष्ठायानिरूपितत्वसम्बन्धेनावच्छेदकतायामवच्छेदकतया,सम्बन्धत्वनिष्ठायानिरूपितत्वसम्बन्धेन+अवच्छेदकतायाम्+अवच्छेदकतया
ग्रामं यापयतीत्यादौ,ग्रामम्+ यापयति+इत्यादौ
साध्यमधर्मत्वं,साध्यम्+अधर्मत्वं
दूषणमिदमलग्नकमिति,दूषणम्+इदम्+अलग्नकम्+इति
भगवतीगञ्ज,भगवती+गञ्ज
ढूँढे,ढूँढ+े
तत्पदशक्तिग्रहेऽपेक्षायामन्योन्याश्रय इति,तत्पदशक्तिग्रहे+अपेक्षायाम्+अन्योन्याश्रयः+ इति
|,न+असंगतिः
घ्वसोरेद्धावभ्यासलोपश्च,घ्वसोः+एत्+हौ+अभ्यासलोपः+च
सोऽर्जुन,सः+अर्जुन
"सपक्षैकदेश इत्युक्तः,","सपक्षैकदेशः+ इत्युक्तः,"
शब्दोऽपि,शब्दः+अपि
लीलोर्नुग्लुकावन्यतरस्यां स्नेहविपातने,लीलोः+नुग्लुकौ+अन्यतरस्याम्+स्नेहविपातने
दृष्टिस्तथा,दृष्टिः+तथा
अप्रामाण्यशङ्कानास्कन्दितेत्यर्थः,अप्रामाण्यशङ्कान्+आस्कन्दित+इति+अर्थः
लाघवाभावादिति,लाघवाभावात्+इति
अवश्य,अ+वश्य
उरत्‌,उः+अत्
निधायाह---वस्तुत इति,निधाय+आह---वस्तुतः+ इति
विवादाध्यासितं कार्यमशरीरसर्वज्ञपूर्वकमस्मदाद्यजन्यत्वात्,विवादाध्यासितम्+ कार्यम्+अशरीरसर्वज्ञपूर्वकम्+अस्मदादि+अजन्यत्वात्
बैङ्गलोर,बैङ्गलोर
मूलवतन,मूलवत्+अन
आश्रयगृह,आ+श्रय+गृह
व्याप्तिविवाददूषणत्व५.प्रसाधनं युक्तमित्यत,व्याप्तिविवाददूषणत्व५.प्रसाधनम्+ युक्तम्+इति+अतः+
बतलाऊं,बतला+ऊं
दिगम्बरत्व,दिक्+अम्बर+त्व
चरित्रवर्णन,चरित्र+वर्णन
बहाऊं,बहा+ऊं
बडबडाया,बड+बडा+या
त्रिगत,त्रि+गत
तस्मिन्संकेतग्रहणकाले,तस्मिन्+संकेतग्रहणकाले
गुदगुदायें,गुद+गुदा+यें
